epoch,auc_macro,auprc_macro,loss,val_auc_macro,val_auprc_macro,val_loss
0,0.9427898526191711,0.5877033472061157,0.5552992820739746,0.9591915011405945,0.649429976940155,0.4715258777141571
1,0.9636573791503906,0.6558156609535217,0.41858378052711487,0.9608675837516785,0.6706460118293762,0.45918771624565125
2,0.9675323367118835,0.6705020070075989,0.39061763882637024,0.9628522396087646,0.692775309085846,0.43890446424484253
3,0.9700205326080322,0.6929447054862976,0.3699958026409149,0.9623880982398987,0.6710407733917236,0.45283880829811096
4,0.9714102149009705,0.6898958086967468,0.3587504029273987,0.9623885154724121,0.6693062782287598,0.4489014446735382
5,0.9733893275260925,0.7016478180885315,0.342047780752182,0.9625833034515381,0.6924885511398315,0.45367100834846497
6,0.9744270443916321,0.7118714451789856,0.33263859152793884,0.9627993106842041,0.6760873794555664,0.45747825503349304
7,0.9754791259765625,0.7029674649238586,0.32326799631118774,0.9629329442977905,0.6838448643684387,0.46318092942237854
